engine,max_power,mileage,year,selling_price
814,55.2,21.1,2015,210000
1197,80.0,18.5,2009,235000
2179,120.0,14.0,2012,250000
1196,73.0,15.37,2011,160000
1298,88.2,16.1,2007,215000
1197,81.8,22.0,2013,411000
998,67.04,20.51,2015,320000
1248,88.5,24.3,2016,750000
2982,168.5,12.55,2015,1850000
1248,88.5,25.1,2018,1030000
2179,120.0,12.05,2012,450000
1198,75.0,18.06,2011,200000
796,37.0,16.1,2011,100000
1197,81.83,18.6,2017,570000
1198,86.7,17.8,2019,690000
796,46.3,19.7,2011,155000
998,67.04,21.63,2015,400000
1248,74.0,22.95,2018,775000
998,118.35,18.15,2019,1125000
796,53.0,18.5,2000,86000
1120,71.0,24.4,2015,320000
1248,73.9,21.1,2010,220000
796,46.3,19.7,2011,225000
1197,81.83,18.6,2018,655000
1497,100.0,16.9,2006,160000
998,67.04,20.51,2016,465000
999,67.0,23.01,2019,420000
814,55.2,21.1,2012,195000
1495,94.0,13.2,2005,150000
1199,84.8,18.2,2013,229999
1197,81.86,17.4,2018,890000
1968,187.74,18.53,2013,1689999
1193,88.7,17.57,2018,459999
1405,70.0,19.4,2012,140000
2179,120.0,12.05,2012,459999
1496,88.73,16.78,2017,625000
1396,88.73,22.54,2016,680000
998,67.05,23.95,2017,300000
998,66.1,19.0,2009,130000
1197,78.9,20.36,2008,140000
1396,69.0,23.03,2012,200000
1405,70.0,17.0,2011,175000
1598,103.5,14.3,2016,645000
796,47.3,22.74,2015,180000
1798,157.75,13.7,2013,500000
1248,92.3124958934112,19.3737698630137,2005,80000
796,37.0,16.1,2007,60000
1197,85.8,19.1,2014,470000
2179,140.0,15.1,2014,750000
799,53.3,25.17,2018,390000
1199,88.7,17.5,2017,700000
1086,62.1,17.92,2009,150000
814,55.2,21.1,2016,250000
1405,70.0,15.7,2010,150000
1493,100.0,18.49,2015,700000
1498,99.0,25.83,2015,415000
993,60.0,17.3,1998,58000
1197,78.9,20.36,2012,350000
1248,73.9,21.1,2009,200000
2179,138.1,13.93,2009,150000
796,46.3,19.7,2010,165000
1248,92.3124958934112,19.3737698630137,2008,250000
1248,74.0,23.4,2013,360000
2487,214.56,22.37,2019,5150000
796,35.0,14.0,1998,80000
1197,81.86,18.9,2017,530000
1956,170.0,17.1,2019,1850000
1498,98.96,21.7,2014,550000
1198,77.0,25.32,2016,400000
1582,126.32,22.32,2012,400000
624,38.0,25.4,2012,60000
1248,73.9,21.1,2010,217000
1399,68.0,17.8,2008,200000
2609,120.0,10.5,2007,229999
1368,160.0,16.0,2019,1520000
796,46.3,19.7,2011,114999
1248,88.5,24.3,2017,750000
796,47.3,24.7,2018,300000
1197,78.9,20.36,2012,270000
1248,88.8,22.3,2013,200000
1364,87.2,21.43,2015,780000
1582,126.32,22.32,2012,395000
1248,74.0,25.2,2015,600000
1999,177.0,13.6,2017,2625000
2179,140.0,15.1,2014,810000
814,55.2,21.1,2015,300000
1198,76.0,19.34,2014,361000
1248,74.0,23.4,2013,530000
814,55.2,21.1,2016,220000
1248,73.9,19.3,2010,320000
1198,86.7,17.8,2019,690000
1497,118.0,17.0,2017,675000
1405,70.0,17.0,2010,130000
1248,74.0,22.9,2012,300000
1248,88.5,24.3,2017,880000
1405,70.0,19.4,2013,210000
999,67.0,23.01,2017,360000
1598,103.6,20.54,2012,315000
1497,108.5,21.5,2017,830000
1197,82.0,19.1,2016,350000
796,47.3,22.74,2013,185000
1197,82.85,18.5,2014,330000
1493,110.0,16.8,2009,340000
1199,88.7,18.2,2018,860000
1086,62.1,17.92,2011,140000
796,37.0,16.1,2001,45000
1498,98.59,22.77,2015,551000
1396,90.0,23.0,2010,340000
799,53.3,25.17,2018,395000
1199,88.76,19.0,2019,779000
2523,63.0,15.96,2015,650000
1496,88.73,16.78,2017,625000
1197,81.83,18.6,2014,400000
799,53.64,22.7,2019,270000
2523,63.0,15.96,2015,475000
1248,73.9,21.1,2011,290000
1396,88.73,22.54,2014,451000
998,67.05,21.79,2013,225000
1086,62.1,17.92,2012,200000
1248,88.5,24.3,2016,780000
1396,88.73,22.54,2016,650000
1582,126.3,22.32,2012,400000
799,53.3,25.17,2016,350000
1248,92.3124958934112,19.3737698630137,2007,200000
998,67.04,23.1,2018,385000
1193,64.4,16.84,2008,85000
1399,68.0,18.5,2010,185000
1582,126.32,22.32,2012,440000
1582,126.3,22.32,2011,440000
2494,100.6,12.99,2013,750000
998,66.1,19.0,2011,170000
1493,100.0,18.49,2019,875000
1798,138.03,14.28,2015,1100000
2523,63.0,13.6,2011,350000
1405,62.0,16.8,2004,100000
796,47.3,22.74,2014,240000
2755,174.5,14.24,2018,3000000
2354,158.8,11.1,2012,750000
1399,68.0,20.0,2010,210000
2179,120.0,12.05,2012,750000
2494,100.0,12.99,2012,730000
1086,68.0,20.3,2018,575000
1198,67.0,20.63,2016,335000
1498,98.6,24.2,2015,670000
1198,73.75,17.0,2016,500000
1498,99.23,26.1,2016,600000
1197,78.9,20.36,2010,210000
1248,74.0,26.59,2015,625000
1086,62.1,17.92,2012,180000
2523,62.1,15.96,2013,330000
1248,88.5,25.1,2018,950000
1896,66.0,18.7,2010,355000
1197,81.8,22.0,2018,625000
2179,120.0,12.05,2012,430000
2523,62.1,15.96,2016,550000
1498,97.9,25.6,2019,1200000
1197,78.9,20.36,2014,290000
1405,70.0,19.1,2013,275000
1248,92.3124958934112,19.3737698630137,2006,95000
1061,64.0,17.3,2009,235000
2179,153.86,17.6,2017,1380000
796,35.0,19.7,2008,160000
1197,82.0,18.9,2015,434999
1248,88.8,20.77,2014,650000
1248,90.0,18.8,2010,300000
2755,171.5,11.36,2016,1800000
1396,69.01,25.0,2014,250000
1498,98.96,23.0,2019,960000
2489,93.7,14.95,2015,650000
999,67.0,23.01,2017,300000
1248,74.0,22.1,2016,250000
1248,74.02,28.4,2018,550000
1248,74.0,27.39,2017,670000
1248,74.0,22.9,2012,350000
1248,88.76,20.77,2012,459999
1995,190.0,16.78,2019,5400000
1461,108.45,19.6,2017,850000
1248,74.02,28.4,2019,750000
1498,98.6,25.1,2014,650000
2179,120.0,12.05,2011,400000
1461,83.8,20.45,2015,550000
1248,92.3124958934112,19.3737698630137,2006,215000
1373,93.7,16.02,2014,610000
1984,181.0,9.0,2014,2500000
1582,126.32,22.32,2012,500000
2494,102.0,12.8,2012,750000
1984,150.0,16.8,2018,2475000
2499,80.0,14.8,2010,270000
1995,187.74,19.59,2017,2950000
1197,82.0,18.9,2017,470000
1461,65.0,20.8,2014,250000
1199,84.0,23.84,2017,430000
1248,74.02,28.4,2018,650000
1582,126.2,19.67,2017,1100000
1248,73.9,19.3,2010,215000
1299,70.0,13.8,2005,120000
1396,88.73,22.54,2016,511000
624,35.0,26.0,2009,70000
1493,100.0,18.49,2016,530000
1061,64.0,18.2,2007,90000
1364,67.04,23.59,2013,409999
1248,88.76,20.77,2014,545000
1086,62.0,0.0,2010,150000
2494,102.0,12.8,2009,530000
2993,261.4,17.09,2018,6000000
1498,103.6,21.66,2014,400000
1197,83.1,21.4,2019,660000
1199,88.7,18.7,2016,484999
1396,53.5,17.2,2007,65000
1197,82.9,18.5,2012,380000
1120,70.0,24.0,2016,610000
998,67.0,21.63,2019,490000
1197,85.8,18.5,2012,360000
1396,69.0,23.03,2013,220000
796,46.3,19.7,2004,70000
999,67.0,24.04,2018,319000
2179,140.0,15.1,2014,750000
1248,75.0,17.8,2010,300000
1248,75.0,17.8,2009,221000
1396,90.0,23.0,2011,270000
1496,120.69,15.9,2016,599000
999,67.0,23.01,2018,380000
1248,74.0,28.4,2015,550000
1197,81.83,18.6,2016,470000
1248,74.0,28.4,2013,450000
2179,140.0,15.1,2014,850000
796,37.0,16.1,2000,31000
1198,76.0,19.34,2015,300000
1248,73.8,18.2,2015,370000
2179,140.0,15.1,2015,850000
1405,69.01,19.09,2015,250000
796,46.3,19.7,2009,85000
1399,67.0,17.8,2012,300000
1197,78.8,18.16,2015,600000
2523,62.1,15.96,2013,500000
1248,73.9,21.1,2012,335000
1197,81.8,21.21,2020,654000
1248,74.02,28.4,2017,900000
1248,74.0,23.4,2013,550000
999,72.0,20.0,2019,580000
1248,74.0,23.4,2014,420000
1995,190.0,16.78,2019,5400000
1995,190.0,16.78,2019,5500000
1248,73.9,19.3,2012,420000
1086,68.05,19.81,2008,130000
1396,88.7,21.38,2016,950000
1248,75.0,20.3,2013,300000
2489,95.0,13.0,2010,300000
1493,82.0,13.1,2005,130000
2982,171.0,11.5,2011,900000
796,47.3,24.7,2017,300000
1248,74.0,26.59,2015,520000
1498,98.59,22.77,2016,650000
2489,95.0,14.0,2012,250000
1498,99.6,17.97,2013,350000
1498,98.96,23.0,2017,960000
1248,74.0,25.2,2015,459999
1198,67.0,20.63,2016,329000
1582,126.32,22.32,2011,450000
1497,78.0,17.7,2006,200000
1248,88.5,28.09,2017,650000
1197,78.9,20.36,2011,250000
2499,80.0,14.8,2010,285000
1197,81.8,21.21,2019,610000
2494,102.0,12.8,2006,300000
1197,83.14,20.85,2016,459999
1248,92.3124958934112,19.3737698630137,2012,400000
998,67.04,20.51,2015,360000
1197,81.8,22.0,2017,509999
1248,92.3124958934112,19.3737698630137,2012,300000
1496,88.73,16.78,2017,625000
2179,118.3,14.02,2016,400000
1199,83.83,23.84,2019,450000
1968,140.0,14.3,2012,799000
1998,163.7,14.81,2016,750000
796,46.3,19.7,2009,195000
993,60.0,17.3,1999,45000
1248,74.0,23.4,2014,450000
1193,64.1,15.64,2013,250000
1199,84.0,23.84,2017,328000
1396,69.01,25.0,2014,215000
1198,67.0,20.62,2015,350000
1248,74.02,28.4,2018,698000
2179,138.1,11.57,2011,450000
2499,141.0,13.1,2010,500000
1396,69.0,19.09,2012,158000
1248,74.0,23.4,2014,600000
2523,63.0,13.6,2011,380000
2494,102.0,12.8,2012,1100000
1197,81.8,20.52,2019,540000
1991,147.9,18.3,2011,300000
1497,78.0,17.7,2008,200000
2179,138.1,13.93,2006,300000
1498,99.0,25.83,2015,480000
796,47.3,22.74,2016,250000
2694,163.7,10.75,2020,1500000
1995,52.0,13.5,2008,200000
1396,69.0,25.0,2011,130000
1461,83.8,20.45,2014,570000
1248,74.0,23.4,2013,409999
1405,70.0,16.1,2005,90000
1199,76.8,17.8,2017,350000
1995,190.0,22.69,2016,2150000
796,37.0,16.1,2012,100000
1197,81.8,22.0,2018,600000
2494,100.6,12.99,2013,750000
998,66.1,19.0,2010,179000
796,46.3,19.7,2011,160000
2179,138.03,13.93,2014,459999
1461,64.1,20.8,2013,250000
796,37.0,16.1,2010,120000
1086,62.1,17.92,2013,187000
1196,86.8,18.16,2017,370000
1248,88.5,26.21,2015,600000
1999,177.0,13.6,2017,2711000
2755,174.5,12.9,2018,2900000
1396,88.7,24.8,2015,525000
1399,68.0,20.0,2011,180000
1197,82.85,18.5,2012,300000
1497,118.0,17.0,2010,350000
999,72.0,20.0,2019,675000
1198,67.05,19.02,2017,325000
1498,98.6,25.8,2013,250000
1497,108.5,21.5,2018,1025000
2179,140.0,15.1,2013,800000
1198,67.0,19.44,2015,260000
2755,171.5,11.36,2019,1925000
1399,68.0,20.0,2011,200000
1086,62.1,17.92,2007,150000
1248,92.3124958934112,19.3737698630137,2009,130000
1248,88.5,24.3,2019,860000
1399,68.05,20.0,2014,300000
1197,81.8,22.0,2017,650000
1199,84.0,23.84,2019,500000
2179,147.94,14.1,2015,503000
2498,105.0,16.55,2017,800000
1248,88.76,20.77,2015,640000
1396,90.0,21.9,2010,270000
1498,98.6,26.0,2016,1000000
1198,67.0,20.63,2016,150000
1197,81.8,20.52,2015,365000
1399,68.0,20.0,2011,240000
1248,74.02,28.4,2018,800000
1197,82.85,18.5,2013,350000
1498,98.96,23.0,2018,950000
1248,92.3124958934112,19.3737698630137,2013,130000
2179,140.0,15.1,2013,540000
1197,83.1,21.4,2016,480000
1248,90.0,18.8,2011,229999
1493,100.0,17.45,2016,650000
998,67.05,23.95,2018,390000
2494,157.7,19.16,2016,2000000
1598,102.5,12.9,2010,225000
2179,140.0,16.0,2016,1300000
2523,62.1,15.96,2014,550000
1396,90.0,21.9,2011,270000
1598,103.6,15.04,2011,375000
2179,147.94,14.1,2015,503000
2487,214.56,22.37,2019,5150000
1396,88.7,22.1,2020,1050000
2179,120.0,12.05,2014,550000
2755,171.5,11.36,2017,1465000
1199,84.0,23.84,2017,340000
1405,70.0,19.1,2011,210000
1396,88.73,22.54,2018,799000
1197,82.0,18.9,2015,484999
1248,74.0,25.2,2014,375000
1498,98.96,23.0,2018,700000
1197,81.83,18.6,2018,570000
1248,73.9,19.3,2009,280000
1968,138.1,16.96,2011,550000
1086,68.05,19.81,2012,225000
1186,73.97,24.0,2017,450000
1998,190.0,19.62,2011,1075000
1248,88.8,20.77,2014,560000
1582,126.2,22.0,2018,1200000
1498,98.59,22.77,2015,600000
2494,100.6,12.99,2015,1100000
1086,68.05,19.81,2010,142000
2179,138.1,11.57,2011,350000
1396,69.0,23.03,2011,210000
1197,81.8,22.0,2017,610000
1496,88.73,16.78,2011,285000
1497,116.4,16.8,2011,450000
1968,174.33,17.68,2013,1750000
1199,84.0,23.84,2019,459999
1197,81.8,21.21,2019,600000
1193,64.4,16.84,2006,110000
1197,81.8,22.0,2017,625000
1462,103.2,19.01,2019,1040000
2982,168.5,12.55,2015,1500000
1493,100.0,17.21,2012,300000
1998,163.7,17.3,2012,550000
1995,190.0,16.78,2019,5500000
1497,118.0,17.0,2010,310000
1248,73.9,19.3,2012,310000
1199,88.76,19.5,2019,670000
1197,83.1,21.4,2017,515000
1991,183.0,15.04,2018,2550000
2179,153.86,17.6,2018,1575000
2179,138.0,13.93,2010,300000
1498,98.6,24.2,2016,450000
1197,81.8,20.89,2017,525000
1248,74.0,25.2,2017,640000
998,67.0,20.51,2015,390000
1197,81.8,20.4,2017,600000
814,55.2,21.1,2015,250000
1197,81.8,21.21,2020,600000
796,34.2,16.8,2017,220000
796,47.3,24.7,2018,285000
1461,64.1,21.0,2011,174000
1248,90.0,18.8,2010,110000
2967,241.4,13.22,2014,1850000
1199,88.76,19.0,2019,779000
2523,62.1,15.96,2012,430000
1997,120.0,15.4,2015,800000
1493,100.0,13.0,2005,75000
1461,83.8,21.04,2015,600000
998,67.04,20.51,2014,300000
2143,120.7,14.8,2014,1450000
1199,88.7,18.7,2016,475000
1591,121.3,17.0,2018,950000
1298,80.0,11.96,2010,350000
1396,88.8,21.9,2013,350000
1197,81.8,21.01,2019,556000
1599,94.0,14.4,2004,110000
1248,74.0,23.4,2013,450000
1493,100.0,13.0,2005,100000
1199,84.0,23.84,2016,399000
1591,121.3,17.01,2016,749000
796,37.0,14.7,2013,150000
1497,117.3,17.8,2018,925000
2993,258.0,14.49,2010,2000000
2393,147.8,13.68,2017,1750000
1998,68.0,14.8,1999,150000
1497,78.0,17.7,2008,250000
1197,81.83,18.6,2017,650000
814,55.2,21.1,2014,195000
799,53.3,25.17,2016,310000
1248,88.5,24.52,2018,875000
1995,190.0,16.78,2019,5400000
999,67.0,23.01,2017,325000
1956,170.0,17.1,2017,1325000
998,67.04,20.51,2016,400000
2487,214.56,22.37,2019,5150000
1061,64.0,18.2,2007,150000
1991,123.7,16.52,2007,160000
2499,72.4,13.58,2015,580000
2497,150.0,10.8,2010,975000
1339,108.5,20.0,2008,250000
1194,94.68,19.0,2020,400000
2198,158.0,12.62,2016,2400000
1197,81.8,20.4,2016,470000
2523,63.0,13.6,2012,320000
1197,81.8,20.52,2015,425000
999,67.0,23.01,2018,395000
1586,104.68,15.0,2007,125000
1197,81.83,18.6,2016,520000
2148,170.0,10.0,2013,1925000
1461,65.0,21.03,2012,260000
1197,83.14,20.85,2017,595000
1197,78.9,20.36,2010,225000
2179,138.03,13.93,2012,390000
1248,88.5,24.3,2019,890000
1197,81.83,18.6,2018,570000
1399,68.0,17.8,2008,200000
1461,108.45,19.6,2018,1050000
1248,74.0,23.4,2017,520000
1498,98.6,21.9,2017,950000
1196,86.8,18.16,2017,600000
2523,63.0,15.96,2013,500000
1248,88.5,24.3,2016,650000
1969,190.0,18.0,2019,3800000
2179,140.0,15.1,2015,1050000
1396,90.0,23.0,2011,350000
1086,68.05,19.81,2011,225000
1461,83.8,20.45,2014,520000
1248,75.0,18.0,2010,105000
1496,88.73,16.78,2017,625000
1197,81.83,18.6,2015,600000
1373,91.1,20.73,2018,764000
1461,64.1,21.0,2011,225000
1995,190.0,16.78,2019,5500000
1582,126.2,22.0,2018,1000000
2179,120.0,15.4,2015,1125000
998,67.05,21.79,2013,225000
1197,81.86,20.14,2019,570000
1599,103.2,13.9,2008,114999
1197,81.8,22.0,2019,650000
1197,81.86,18.6,2018,700000
1396,90.0,23.0,2010,320000
1999,177.0,13.6,2017,2625000
2393,147.8,13.68,2018,1938000
796,46.3,19.7,2012,180000
799,53.3,25.17,2018,350000
1396,88.76,21.9,2013,350000
1582,126.2,20.5,2017,975000
1373,91.1,17.5,2016,660000
1498,89.75,25.01,2015,590000
1582,126.2,22.0,2018,1150000
998,118.35,18.15,2019,1125000
1461,84.8,22.71,2015,499000
1364,67.1,23.59,2012,278000
993,60.0,17.3,2002,75000
2179,140.0,15.1,2012,700000
1086,68.05,19.81,2010,200000
1248,88.5,24.3,2018,911999
2393,147.8,13.68,2016,1475000
1199,73.9,22.07,2013,360000
1396,88.73,22.54,2016,700000
1086,63.0,17.8,2007,120000
1368,88.7,14.6,2009,150000
1991,147.9,18.3,2010,270000
1197,81.8,22.0,2017,700000
1196,73.0,15.37,2010,160000
1197,78.9,20.36,2014,300000
2982,168.5,12.55,2015,2000000
796,46.3,19.7,2010,130000
1596,99.6,15.3,2012,256000
796,46.3,19.7,2007,130000
1498,97.9,25.6,2017,1050000
2523,62.1,15.96,2017,675000
1061,67.0,18.9,2009,220000
998,67.04,20.51,2015,350000
1248,92.3124958934112,19.3737698630137,2011,190000
1199,84.0,20.3,2017,600000
1591,121.3,17.1,2013,500000
1396,70.0,23.57,2013,290000
1396,69.0,25.0,2012,83000
1197,81.8,19.56,2019,800000
2199,194.3,14.66,2011,825000
998,67.04,23.1,2015,330000
1248,73.8,18.2,2014,350000
1298,85.8,17.5,2009,250000
2179,140.0,16.0,2015,1100000
2609,115.0,13.5,2013,459999
1598,103.5,14.3,2016,645000
1193,88.7,17.57,2015,299000
2987,165.0,0.0,2011,1700000
1196,73.0,15.37,2013,260000
796,46.3,19.7,2010,165000
998,67.1,20.92,2010,148000
2523,62.1,15.96,2014,550000
1582,126.32,22.32,2011,300000
936,57.6,25.44,2011,140000
1248,73.9,19.3,2009,180000
814,55.2,21.1,2017,340000
1198,82.0,18.15,2018,400000
2494,100.6,12.99,2014,1019999
998,67.05,23.95,2017,250000
2956,83.83,15.3,2018,700000
1969,235.0,11.2,2018,5500000
1399,68.0,20.0,2011,250000
1199,84.8,18.2,2013,120000
1364,67.05,23.59,2017,632000
2179,120.0,12.05,2012,450000
796,37.0,16.1,2012,100000
1405,70.0,19.4,2011,150000
2179,138.1,11.57,2010,300000
1248,88.5,23.65,2016,675000
1248,88.5,28.09,2017,720000
1461,108.5,20.4,2013,580000
1248,88.5,24.3,2017,775000
1248,92.3124958934112,19.3737698630137,2011,400000
2179,147.94,14.1,2016,650000
1248,73.9,19.3,2012,320000
2179,152.87,15.1,2018,1500000
1086,62.1,17.92,2013,220000
1197,81.86,20.14,2018,500000
1248,74.0,25.2,2015,600000
1199,79.4,18.6,2011,120000
796,46.3,19.7,2006,65000
1198,67.0,20.62,2018,450000
1396,88.73,22.54,2017,850000
1197,81.86,17.36,2018,575000
2179,120.0,11.79,2011,500000
1498,99.0,25.83,2018,640000
1451,141.0,13.96,2019,1750000
1493,100.0,18.49,2017,660000
1248,92.3124958934112,19.3737698630137,2010,120000
1498,108.5,21.5,2018,950000
1405,69.01,19.09,2014,221000
998,68.05,20.3,2018,340000
1248,74.0,27.39,2018,740000
998,67.04,20.51,2016,375000
796,47.3,22.74,2014,235000
1197,81.83,18.6,2017,625000
1248,88.5,24.3,2016,610000
2179,140.0,16.0,2017,1050000
1497,117.3,15.4,2017,700000
999,67.0,22.5,2019,325000
2179,138.1,11.57,2009,229999
1248,73.9,19.3,2012,380000
1248,92.3124958934112,19.3737698630137,2011,375000
1193,88.7,17.57,2017,370000
796,46.3,19.7,2007,110000
1497,116.3,16.8,2012,550000
1969,190.0,18.0,2019,3800000
1248,88.5,24.3,2016,950000
1956,170.0,17.1,2018,1600000
1248,74.0,23.4,2013,420000
1598,102.5,13.24,2015,700000
1196,70.0,15.6,2010,160000
1198,67.0,20.63,2014,225000
796,37.0,16.1,2002,40000
998,67.1,18.9,2011,265000
796,47.3,22.74,2015,275000
1248,88.5,23.65,2017,800000
2494,102.0,12.8,2010,450000
799,53.64,22.7,2018,217000
3604,280.0,9.5,2017,4100000
2393,147.51,13.68,2016,1650000
1248,74.0,28.4,2018,671000
1498,98.96,23.0,2018,810000
2179,120.0,11.79,2010,490000
796,47.3,24.7,2018,308000
1197,81.86,18.9,2019,600000
1497,121.0,17.3,2019,1460000
1248,74.0,26.59,2015,615000
1197,81.8,22.0,2019,650000
1999,177.0,19.33,2017,3200000
2523,62.1,15.96,2015,550000
998,67.05,21.79,2013,225000
1198,86.7,17.8,2019,690000
1598,103.6,20.54,2013,330000
1248,74.0,26.59,2017,620000
1248,74.0,22.9,2012,280000
1396,90.0,23.0,2011,320000
1298,85.8,17.5,2012,350000
2523,62.1,15.96,2015,585000
1120,71.0,24.4,2015,400000
2179,140.0,15.1,2014,750000
1493,110.0,18.1,2007,180000
1373,91.1,17.5,2016,600000
1598,103.6,15.11,2014,425000
1193,65.3,15.3,2009,110000
2494,102.0,12.8,2011,830000
1248,88.5,25.1,2017,750000
1248,88.5,24.3,2017,725000
796,47.3,22.74,2016,240000
998,67.04,21.63,2018,475000
1405,69.01,19.09,2014,300000
1999,177.0,13.6,2017,2711000
2179,140.0,16.0,2015,900000
796,37.0,16.1,2008,75000
2494,102.0,12.8,2008,500000
1582,126.3,22.32,2013,475000
2354,177.6,11.7,2013,580000
998,67.1,23.95,2017,350000
1461,83.8,20.45,2015,620000
1405,69.01,19.09,2016,375000
1396,100.0,15.0,2009,360000
1598,103.5,20.5,2012,380000
1197,81.83,18.6,2016,650000
1196,86.8,18.16,2017,408000
998,68.05,20.3,2017,270000
1248,92.3124958934112,19.3737698630137,2000,150000
1197,81.83,18.6,2017,610000
2523,75.0,14.0,2014,611000
1197,81.86,17.19,2019,650000
1498,99.0,25.83,2017,430000
2487,214.56,22.37,2019,5150000
1186,73.97,24.0,2017,450000
2179,147.9,15.05,2014,480000
1248,74.0,25.2,2015,573000
1198,73.9,16.47,2011,450000
1248,92.3124958934112,19.3737698630137,2008,200000
814,55.2,21.1,2013,165000
998,67.1,18.9,2006,90000
1598,103.6,20.54,2011,400000
814,55.2,21.1,2016,280000
1896,66.0,18.7,2008,210000
1248,92.3124958934112,19.3737698630137,2005,60000
998,67.04,20.51,2018,440000
1199,83.83,23.84,2019,450000
1498,98.6,25.1,2015,760000
998,67.05,21.79,2013,225000
999,67.0,23.01,2017,330000
1498,99.0,25.83,2016,400000
1199,88.7,19.0,2016,600000
2755,171.5,11.36,2016,1800000
1248,74.02,28.4,2018,720000
799,53.3,25.17,2016,310000
1582,126.2,17.01,2015,875000
1197,78.9,20.36,2014,351000
999,67.0,23.01,2016,315000
1199,88.7,18.2,2016,550000
3498,272.0,10.93,2009,1000000
1582,126.2,19.67,2018,1237000
1248,88.5,24.3,2016,750000
1948,68.0,13.7,2006,130000
1368,90.0,15.0,2010,140000
2179,138.03,13.93,2011,300000
2487,214.56,22.37,2019,5150000
1497,117.3,17.8,2016,750000
1197,78.9,20.36,2011,215000
814,55.2,21.1,2016,300000
2523,75.0,15.4,2018,900000
2179,118.3,14.02,2014,630000
1995,190.0,18.12,2019,5200000
2179,140.0,16.36,2020,1500000
1999,177.0,19.33,2017,3200000
1248,74.0,26.59,2015,600000
799,53.0,22.7,2017,229999
1197,85.0,16.1,2009,229999
1197,85.8,18.5,2009,200000
998,67.04,20.51,2015,320000
1497,121.0,17.3,2019,1460000
1497,78.0,17.7,2007,210000
998,67.1,20.92,2012,200000
2494,157.7,19.16,2016,2000000
1193,88.7,17.57,2015,325000
1498,74.96,21.0,2015,445000
796,46.3,19.7,2010,125000
796,47.3,24.7,2016,275000
1498,98.96,23.0,2019,906000
799,53.64,22.7,2017,300000
796,47.3,24.7,2017,310000
998,100.5,21.1,2018,750000
936,57.6,25.44,2012,140000
2179,140.0,16.0,2016,1350000
814,55.2,21.1,2015,235000
1197,80.0,17.0,2010,254999
1493,100.0,18.49,2016,625000
1582,126.2,17.01,2017,1100000
1591,121.3,15.8,2018,1200000
1086,62.1,17.92,2010,245000
2179,148.0,14.1,2016,650000
1248,74.0,28.4,2015,480000
1248,91.2,20.4,2011,250000
1248,88.76,20.77,2013,650000
2179,120.0,12.05,2011,550000
2987,254.79,13.5,2017,6000000
1248,74.0,23.4,2013,480000
1499,98.96,24.4,2016,650000
1396,88.73,22.54,2014,475000
1194,94.93,19.4,2019,800000
1248,74.0,26.59,2015,480000
796,46.3,19.7,2008,95000
1493,110.0,18.1,2009,375000
1995,184.0,16.09,2012,1800000
2179,153.86,17.6,2018,1300000
1798,177.5,16.6,2017,1689999
1197,81.8,22.0,2018,600000
1061,67.0,18.9,2009,142000
1396,88.73,22.54,2015,550000
1373,93.7,16.02,2013,430000
1198,76.0,19.34,2017,500000
1086,68.05,19.81,2008,185000
1248,75.0,18.4,2011,180000
1298,85.8,17.5,2010,240000
2179,140.0,15.1,2014,800000
1498,98.96,23.0,2016,570000
1248,88.5,25.47,2019,1050000
1493,70.0,16.5,2018,630000
1248,74.0,26.8,2017,500000
1497,116.3,16.8,2013,500000
1390,75.0,15.7,2010,200000
1497,118.0,17.0,2011,350000
1197,81.8,22.0,2018,600000
999,67.0,24.04,2018,400000
1248,74.0,22.9,2013,355000
1248,74.0,23.4,2014,450000
1197,83.1,21.4,2017,600000
1461,63.12,23.08,2012,265000
1150,74.9,15.26,2008,150000
1198,77.0,25.32,2016,400000
1199,88.7,18.2,2019,840000
1396,88.7,24.8,2016,710000
1598,103.5,14.3,2016,645000
1248,74.02,28.4,2018,700000
1399,68.0,17.8,2006,180000
1995,188.0,21.76,2016,2950000
1586,103.3,12.6,2011,260000
1497,117.3,15.4,2017,595000
1598,103.6,15.04,2012,360000
1461,108.5,20.45,2019,1200000
1498,89.84,22.7,2014,750000
1896,66.0,18.7,2006,280000
1396,88.73,22.54,2017,575000
1956,170.0,16.3,2017,1920000
2967,241.4,12.07,2010,1750000
1194,94.93,19.4,2019,675000
995,62.0,18.0,2011,150000
1498,108.495,22.0,2017,600000
1248,88.7,23.0,2015,450000
1498,98.6,27.3,2016,650000
1399,67.0,17.8,2012,300000
2523,62.1,15.96,2019,670000
1197,81.8,20.89,2020,600000
1248,73.8,18.2,2013,350000
1495,94.0,13.2,2003,110000
998,68.05,20.3,2018,350000
1461,65.0,19.2,2007,175000
1399,68.0,20.0,2012,300000
1248,74.0,22.9,2013,500000
1248,74.0,28.4,2018,675000
1527,58.0,20.8,2003,85000
998,67.1,19.0,2013,235000
1496,88.73,16.78,2017,625000
1364,67.04,23.59,2014,430999
1248,88.8,22.3,2013,325000
1248,73.9,21.1,2011,350000
999,67.0,23.01,2019,390000
2143,170.0,17.9,2018,4600000
1396,88.73,22.54,2016,595000
998,67.05,23.95,2015,265000
1248,73.9,19.3,2009,240000
1969,190.0,18.0,2019,3800000
1120,70.0,24.0,2015,350000
1498,103.52,21.66,2016,650000
998,67.04,23.1,2016,459999
2359,198.25,13.44,2012,500000
999,72.0,20.0,2019,700000
1498,98.59,22.77,2013,600000
1396,69.0,25.0,2014,200000
